"Username","GivenName","Surname","DisplayName","Lifecycle","Class","Title","OrgUnit","Manager","Groups","EmployeeNumber","EmployeeType","LoginShell","HomeDirectory","Phone","Mobile","Street","City","State","PostalCode","PreferredLanguage","UserAuthType","PasswordState","PrincipalExpiresInDays","SshPublicKeys","CertMapData","RadiusProxy","RadiusUsername","IdentityProvider","IdpUserId","NoPrivateGroup","PrimaryGroup","Tier","Purpose"
"miket","Mike","Tiano","Mike Tiano","Active","employee","Business Process Manager","Project Management","chrisn","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testprintoperators;mobiledeviceusers;financialapplications","EMP175","Full-time","/bin/bash","","(206) 555-6552","(206) 555-6553","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"mollyc","Molly","Clark","Molly Clark","Active","employee","GM of Online Ad Sales and Affiliate Marketing","Senior Management","annal","all-staff;allemployees;fulltimeemployees;seniormanagement;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivefileaccess;hrfileaccess;businessintelligence","EMP022","Full-time","/bin/bash","","(425) 555-0192","(425) 555-0193","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Senior Management)"
"nancyw","Nancy","White","Nancy White","Active","employee","HR Specialist","Human Resources","amya","all-staff;allemployees;fulltimeemployees;humanresources;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testschemaadmins;crmsystemaccess","EMP281","Full-time","/bin/bash","","(206) 555-7017","(206) 555-7018","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Human Resources)"
"nates","Nate","Sun","Nate Sun","Active","employee","Salesperson","Sales Engagement Management","lenea","all-staff;allemployees;fulltimeemployees;sales;remoteworkers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP199","Full-time","/bin/bash","","(701) 555-7818","(701) 555-7819","Remote Location","","","","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"nedf","Ned","Friend","Ned Friend","Active","employee","Project Manager","Project Management","chrisn","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP167","Full-time","/bin/bash","","(206) 555-8382","(206) 555-8383","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"neilo","Neil","Orint","Neil Orint","Active","employee","Salesperson","Sales Engagement Management","aprils","all-staff;allemployees;fulltimeemployees;sales;richmondoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;vpnusers;payrollsystemaccess","EMP201","Full-time","/bin/bash","","(804) 555-5958","(804) 555-5959","456 Capitol St","Richmond","VA","23219","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"nunof","Nuno","Farinha","Nuno Farinha","Active","employee","Salesperson","Sales","davids","all-staff;allemployees;fulltimeemployees;sales;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP217","Full-time","/bin/bash","","(214) 555-1812","(214) 555-1813","890 Commerce St","Dallas","TX","75202","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"nuriag","Nuria","Gonzalez","Nuria Gonzalez","Active","employee","Senior Project Manager","Project Management","miken","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;mobiledeviceusers;financialapplications","EMP181","Full-time","/bin/bash","","(206) 555-8185","(206) 555-8186","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"olivief","Olivier","Fontana","Olivier Fontana","Active","employee","Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivefileaccess;hrfileaccess;businessintelligence","EMP236","Full-time","/bin/bash","","(206) 555-7444","(206) 555-7445","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"parnak","Parna","Khot","Parna Khot","Active","employee","Strategy Consultant","Strategy Consulting","aaronp","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testschemaadmins;afterhoursaccess;crmsystemaccess","EMP134","Full-time","/bin/bash","","(206) 555-8454","(206) 555-8455","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"patricd","Patricia","Doyle","Patricia Doyle","Active","employee","Salesperson","Sales","lenea","all-staff;allemployees;fulltimeemployees;sales;chicagooffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP261","Full-time","/bin/bash","","(312) 555-9181","(312) 555-9182","234 Michigan Ave","Chicago","IL","60601","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"patriciag","Patricia","Garcia","Patricia Garcia","Active","employee","DevOps Engineer","Engineering","christk","all-staff;allemployees;fulltimeemployees;engineering;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators","EMP283","Full-time","/bin/bash","","(206) 555-7021","(206) 555-7022","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering)"
"pauld","Paul","Duffy","Paul Duffy","Active","employee","Senior Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;vpnusers;payrollsystemaccess","EMP232","Full-time","/bin/bash","","(206) 555-9351","(206) 555-9352","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"pavels","Pavel","Simsa","Pavel Simsa","Active","employee","Salesperson","Sales","davids","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP197","Full-time","/bin/bash","","(06) 5555-1284","","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"pedert","Peder","Thode","Peder Thode","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;mobiledeviceusers","EMP050","Full-time","/bin/bash","","(20) 5555-7862","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"peters","Peter","Saddow","Peter Saddow","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;newyorkoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivefileaccess;hrfileaccess;businessintelligence","EMP060","Full-time","/bin/bash","","(212) 555-9437","(212) 555-9438","456 Madison Ave","New York","NY","10022","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"phyllih","Phyllis","Harris","Phyllis Harris","Active","employee","Marketing Specialist","Marketing","kellyk","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testschemaadmins;afterhoursaccess;crmsystemaccess","EMP264","Full-time","/bin/bash","","(206) 555-1214","(206) 555-1215","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"pieterw","Pieter","Wycoff","Pieter Wycoff","Active","employee","Marketing Specialist","Marketing","kellyk","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP239","Full-time","/bin/bash","","(206) 555-9269","(206) 555-9270","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"qiongw","Qiong","Wu","Qiong Wu","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP100","Contractor","/bin/bash","","(206) 555-2342","(206) 555-2343","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"rayc","Ray","Chow","Ray Chow","Active","employee","Strategy Consultant","Strategy Consulting","davidm","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators","EMP151","Full-time","/bin/bash","","(206) 555-5295","(206) 555-5296","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"raym","Ray","Mohrman","Ray Mohrman","Active","employee","Senior Project Manager","Project Management","barryj","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP174","Full-time","/bin/bash","","(206) 555-1471","(206) 555-1472","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"reinac","Reina","Cabatana","Reina Cabatana","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;projectmanagementtools","EMP058","Full-time","/bin/bash","","(20) 5555-3658","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"reneed","Renée","Dubois","Renée Dubois","Active","employee","Marketing Manager","Marketing","dianep","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP291","Full-time","/bin/bash","","(206) 555-0317","(206) 555-0318","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"reneel","Renee","Lo","Renee Lo","Active","employee","Strategy Consultant","Strategy Consulting","aaronp","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivefileaccess;hrfileaccess;businessintelligence","EMP123","Full-time","/bin/bash","","(206) 555-6864","(206) 555-6865","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"richart","Richard","Tupy","Richard Tupy","Active","employee","Project Manager","Project Management","andrewm","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testschemaadmins;afterhoursaccess","EMP168","Full-time","/bin/bash","","(206) 555-1694","(206) 555-1695","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"robb","Rob","Barker","Rob Barker","Active","employee","Project Manager","Project Management","chrisn","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP165","Full-time","/bin/bash","","(206) 555-2474","(206) 555-2475","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"roberto","Robert","O'Hara","Robert O'Hara","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators;engineeringfileaccess","EMP078","Full-time","/bin/bash","","(206) 555-3434","(206) 555-3435","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"robertt","Robert","Thompson","Robert Thompson","Disabled","employee","Former Sales Manager","Sales","danp","all-staff;allemployees;fulltimeemployees;sales;houstonoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP273","Full-time","/bin/bash","","(713) 555-7001","(713) 555-7002","321 Sales Tower","Houston","TX","77001","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"robiny","Robin","Young","Robin Young","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;newyorkoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;projectmanagementtools","EMP059","Full-time","/bin/bash","","(212) 555-4428","(212) 555-4429","456 Madison Ave","New York","NY","10022","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"roby","Rob","Young","Rob Young","Active","employee","IT Manager","Operations","arturol","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP207","Full-time","/bin/bash","","(206) 555-1739","(206) 555-1740","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"rolandw","Roland","Wacker","Roland Wacker","Active","employee","Strategy Consultant","Strategy Consulting","aaronp","all-staff;allemployees;fulltimeemployees;strategyconsulting;newyorkoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrfileaccess;databaseaccessread","EMP091","Full-time","/bin/bash","","(212) 555-8236","(212) 555-8237","456 Madison Ave","New York","NY","10022","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"rong","Ron","Gabel","Ron Gabel","Active","employee","Salesperson","Sales","aprils","all-staff;allemployees;fulltimeemployees;sales;bostonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringcomputing;afterhoursaccess","EMP262","Full-time","/bin/bash","","(617) 555-2429","(617) 555-2430","345 Beacon St","Boston","MA","02116","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"sameert","Sameer","Tejani","Sameer Tejani","Active","employee","Strategy Consultant","Strategy Consulting","ellena","all-staff;allemployees;fulltimeemployees;strategyconsulting;newyorkoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;securityeventreview","EMP075","Full-time","/bin/bash","","(212) 555-5422","(212) 555-5423","456 Madison Ave","New York","NY","10022","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"sanjayp","Sanjay","Patel","Sanjay Patel","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators;engineeringfileaccess","EMP090","Full-time","/bin/bash","","(206) 555-5542","(206) 555-5543","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"sanjays","Sanjay","Shah","Sanjay Shah","Active","employee","Chief of Technical Strategy","Executive","danj","all-staff;allemployees;fulltimeemployees;executives;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP188","Full-time","/bin/bash","","(425) 555-0107","(425) 555-0108","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Executive)"
"sarahc","Sarah","Chen","Sarah Chen","Active","intern","Software Engineering Intern","Engineering","christk","all-staff;allinterns;internemployees;engineering;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;projectmanagementtools","INT001","Intern","/bin/bash","","(206) 555-9100","(206) 555-9101","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering)"
"scottb","Scott","Bishop","Scott Bishop","Active","employee","Senior Project Manager","Project Management","alans","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP034","Full-time","/bin/bash","","(206) 555-9977","(206) 555-9978","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"scottg","Scott","Gode","Scott Gode","Active","employee","Salesperson","Sales","davids","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrfileaccess;databaseaccessread","EMP223","Full-time","/bin/bash","","(201) 555-8474","(201) 555-8475","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"scottm","Scott","MacDonald","Scott MacDonald","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP122","Contractor","/bin/bash","","(206) 555-8452","(206) 555-8453","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"scottr","Scott","Rockfield","Scott Rockfield","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP094","Contractor","/bin/bash","","(206) 555-5233","(206) 555-5234","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"seanc","Sean","Chai","Sean Chai","Active","employee","Director of Affiliate Marketing and Partnerships","Senior Management","mollyc","all-staff;allemployees;fulltimeemployees;seniormanagement;seattlemainoffice;directors;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringcomputing;afterhoursaccess","EMP184","Full-time","/bin/bash","","(425) 555-0193","(425) 555-0194","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Senior Management)"
"seanp","Sean","Purcell","Sean Purcell","Active","employee","Business Process Manager","Project Management","chrisn","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;securityeventreview","EMP173","Full-time","/bin/bash","","(206) 555-6953","(206) 555-6954","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"shmuely","Shmuel","Yair","Shmuel Yair","Active","employee","Salesperson","Sales","davids","all-staff;allemployees;fulltimeemployees;sales;atlantaoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators;engineeringfileaccess","EMP263","Full-time","/bin/bash","","(404) 555-2693","(404) 555-2694","678 Peachtree St","Atlanta","GA","30309","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"simonp","Simon","Pearson","Simon Pearson","Active","employee","Senior Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;designtools","EMP231","Full-time","/bin/bash","","(206) 555-2318","(206) 555-2319","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"simonr","Simon","Rapier","Simon Rapier","Active","employee","Senior Project Manager","Project Management","scottb","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;projectmanagementtools","EMP164","Full-time","/bin/bash","","(206) 555-9848","(206) 555-9849","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"spencel","Spencer","Low","Spencer Low","Active","employee","Regional Sales Manager","Sales","jackc","all-staff;allemployees;fulltimeemployees;sales;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP020","Full-time","/bin/bash","","(253) 555-7934","(253) 555-7935","101 Tech Park Way","Bellevue","WA","98004","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"stano","Stan","Orme","Stan Orme","Active","employee","Content Management Consulting Manager","Content Management Consulting","alans","all-staff;allemployees;fulltimeemployees;contentmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrfileaccess;databaseaccessread","EMP036","Full-time","/bin/bash","","(206) 555-6169","(206) 555-6170","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"stephed","Stephen","Deming","Stephen Deming","Active","employee","Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringcomputing;afterhoursaccess","EMP235","Full-time","/bin/bash","","(206) 555-1211","(206) 555-1212","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"stevel","Steve","Luper","Steve Luper","Active","employee","Regional Sales Manager","Sales","jackc","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;serverroomaccess;securityeventreview","EMP032","Full-time","/bin/bash","","(619) 555-7772","(619) 555-7773","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"stevem","Steve","Masters","Steve Masters","Active","employee","Strategy Consultant","Strategy Consulting","cesarg","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators;engineeringfileaccess","EMP146","Full-time","/bin/bash","","(206) 555-4557","(206) 555-4558","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"stevenw","Steven","Wright","Steven Wright","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP114","Contractor","/bin/bash","","(206) 555-3155","(206) 555-3156","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"stuartm","Stuart","Munson","Stuart Munson","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP099","Contractor","/bin/bash","","(206) 555-9366","(206) 555-9367","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"sunilk","Sunil","Koduri","Sunil Koduri","Active","employee","Senior Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testserveroperators;designtools","EMP230","Full-time","/bin/bash","","(206) 555-5651","(206) 555-5652","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"sunilu","Sunil","Uppal","Sunil Uppal","Active","employee","Public Relations Specialist","Marketing","kellyk","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;projectmanagementtools","EMP252","Full-time","/bin/bash","","(206) 555-2416","(206) 555-2417","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"susant","Susan","Taylor","Susan Taylor","Active","employee","QA Engineer","Engineering","christk","all-staff;allemployees;fulltimeemployees;engineering;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP279","Full-time","/bin/bash","","(206) 555-7013","(206) 555-7014","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering)"
