"DeviceName","DeviceType","AssignedUser","Office","Description","OperatingSystem","SerialNumber","AssetTag","IPAddress","MACAddress","LastLogon","Enabled","Department","Manufacturer","Model"
"LAPTOP-215","Workstation","Margaret Au","Seattle - Main","Executive laptop for Margaret Au","Windows 11 Pro","SN-LAP-215-2024","LAP-215","10.214.11.72","00:11:22:33:EE:D7","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-216","Workstation","Jesper Aaberg","Seattle - Main","Workstation for Project Manager Jesper Aaberg","Windows 11 Pro","SN216-WS-2024","AT-216","10.214.11.73","00:11:22:33:44:D8","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-186","Mobile Device","Jesper Aaberg","Seattle - Main","Mobile device for Jesper Aaberg","iOS 17","IMEI-186-2024","MOB-186","10.214.11.74","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-216","Workstation","Jesper Aaberg","Seattle - Main","Executive laptop for Jesper Aaberg","Windows 11 Pro","SN-LAP-216-2024","LAP-216","10.214.11.75","00:11:22:33:EE:D8","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-217","Workstation","Danni Ortman","Seattle - Main","Workstation for Senior Project Manager Danni Ortman","Windows 11 Pro","SN217-WS-2024","AT-217","10.214.11.76","00:11:22:33:44:D9","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-187","Mobile Device","Danni Ortman","Seattle - Main","Mobile device for Danni Ortman","iOS 17","IMEI-187-2024","MOB-187","10.214.11.77","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-217","Workstation","Danni Ortman","Seattle - Main","Executive laptop for Danni Ortman","Windows 11 Pro","SN-LAP-217-2024","LAP-217","10.214.11.78","00:11:22:33:EE:D9","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-218","Workstation","Andy Jacobs","Seattle - Main","Workstation for Senior Project Manager Andy Jacobs","Windows 11 Pro","SN218-WS-2024","AT-218","10.214.11.79","00:11:22:33:44:DA","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-188","Mobile Device","Andy Jacobs","Seattle - Main","Mobile device for Andy Jacobs","iOS 17","IMEI-188-2024","MOB-188","10.214.11.80","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-218","Workstation","Andy Jacobs","Seattle - Main","Executive laptop for Andy Jacobs","Windows 11 Pro","SN-LAP-218-2024","LAP-218","10.214.11.81","00:11:22:33:EE:DA","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-OPERAT-219","Workstation","Mchiel Wories","Seattle - Main","Workstation for Procurement Manager Mchiel Wories","Windows 11 Enterprise","SN219-WS-2024","AT-219","10.214.11.82","00:11:22:33:44:DB","2025-08-01 16:46:15","True","Operations","Dell","OptiPlex 7090"
"MOBILE-189","Mobile Device","Mchiel Wories","Seattle - Main","Mobile device for Mchiel Wories","iOS 17","IMEI-189-2024","MOB-189","10.214.11.83","","2025-08-02 14:46:15","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-219","Workstation","Mchiel Wories","Seattle - Main","Executive laptop for Mchiel Wories","Windows 11 Enterprise","SN-LAP-219-2024","LAP-219","10.214.11.84","00:11:22:33:EE:DB","2025-08-02 11:46:15","True","Operations","Dell","Latitude 9330"
"SEA-PROJEC-220","Workstation","Nuria Gonzalez","Seattle - Main","Workstation for Senior Project Manager Nuria Gonzalez","Windows 11 Pro","SN220-WS-2024","AT-220","10.214.11.85","00:11:22:33:44:DC","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-190","Mobile Device","Nuria Gonzalez","Seattle - Main","Mobile device for Nuria Gonzalez","iOS 17","IMEI-190-2024","MOB-190","10.214.11.86","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-220","Workstation","Nuria Gonzalez","Seattle - Main","Executive laptop for Nuria Gonzalez","Windows 11 Pro","SN-LAP-220-2024","LAP-220","10.214.11.87","00:11:22:33:EE:DC","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"REM-SALESE-221","Workstation","Ty Carlson","Remote - Field Sales","Workstation for Salesperson Ty Carlson","Windows 11 Pro","SN221-WS-2024","AT-221","10.214.50.13","00:11:22:33:44:DD","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-191","Mobile Device","Ty Carlson","Remote - Field Sales","Mobile device for Ty Carlson","iOS 17","IMEI-191-2024","MOB-191","10.214.50.14","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-SENIOR-222","Workstation","Cassie Hicks","Seattle - Main","Workstation for Director of Client Services Cassie Hicks","Windows 11 Enterprise","SN222-WS-2024","AT-222","10.214.11.88","00:11:22:33:44:DE","2025-08-01 16:46:15","True","Senior Management","Dell","OptiPlex 7090"
"MOBILE-192","Mobile Device","Cassie Hicks","Seattle - Main","Mobile device for Cassie Hicks","iOS 17","IMEI-192-2024","MOB-192","10.214.11.89","","2025-08-02 14:46:15","True","Senior Management","Apple","iPhone 15 Pro"
"LAPTOP-222","Workstation","Cassie Hicks","Seattle - Main","Executive laptop for Cassie Hicks","Windows 11 Enterprise","SN-LAP-222-2024","LAP-222","10.214.11.90","00:11:22:33:EE:DE","2025-08-02 11:46:15","True","Senior Management","Dell","Latitude 9330"
"SEA-SENIOR-223","Workstation","Sean Chai","Seattle - Main","Workstation for Director of Affiliate Marketing and Partnerships Sean Chai","Windows 11 Enterprise","SN223-WS-2024","AT-223","10.214.11.91","00:11:22:33:44:DF","2025-08-01 16:46:15","True","Senior Management","Dell","OptiPlex 7090"
"MOBILE-193","Mobile Device","Sean Chai","Seattle - Main","Mobile device for Sean Chai","iOS 17","IMEI-193-2024","MOB-193","10.214.11.92","","2025-08-02 14:46:15","True","Senior Management","Apple","iPhone 15 Pro"
"LAPTOP-223","Workstation","Sean Chai","Seattle - Main","Executive laptop for Sean Chai","Windows 11 Enterprise","SN-LAP-223-2024","LAP-223","10.214.11.93","00:11:22:33:EE:DF","2025-08-02 11:46:15","True","Senior Management","Dell","Latitude 9330"
"SEA-SENIOR-224","Workstation","Todd Rowe","Seattle - Main","Workstation for Sr. Media Planner Todd Rowe","Windows 11 Enterprise","SN224-WS-2024","AT-224","10.214.11.94","00:11:22:33:44:E0","2025-08-01 16:46:15","True","Senior Management","Dell","OptiPlex 7090"
"MOBILE-194","Mobile Device","Todd Rowe","Seattle - Main","Mobile device for Todd Rowe","iOS 17","IMEI-194-2024","MOB-194","10.214.11.95","","2025-08-02 14:46:15","True","Senior Management","Apple","iPhone 15 Pro"
"SEA-CVPOFI-225","Workstation","Tai Lee","Seattle - Main","Workstation for President of Services Tai Lee","Windows 11 Pro","SN225-WS-2024","AT-225","10.214.11.96","00:11:22:33:44:E1","2025-08-01 16:46:15","True","CVP of IT","Dell","OptiPlex 3090"
"MOBILE-195","Mobile Device","Tai Lee","Seattle - Main","Mobile device for Tai Lee","iOS 17","IMEI-195-2024","MOB-195","10.214.11.97","","2025-08-02 14:46:15","True","CVP of IT","Apple","iPhone 15"
"SEA-SENIOR-226","Workstation","Greg Winston","Seattle - Main","Workstation for President of Management Greg Winston","Windows 11 Enterprise","SN226-WS-2024","AT-226","10.214.11.98","00:11:22:33:44:E2","2025-08-01 16:46:15","True","Senior Management","Dell","OptiPlex 7090"
"MOBILE-196","Mobile Device","Greg Winston","Seattle - Main","Mobile device for Greg Winston","iOS 17","IMEI-196-2024","MOB-196","10.214.11.99","","2025-08-02 14:46:15","True","Senior Management","Apple","iPhone 15 Pro"
"SEA-EXECUT-227","Workstation","Sanjay Shah","Seattle - Main","Workstation for Chief of Technical Strategy Sanjay Shah","Windows 11 Enterprise","SN227-WS-2024","AT-227","10.214.11.100","00:11:22:33:44:E3","2025-08-01 16:46:15","True","Executive","Dell","OptiPlex 7090"
"MOBILE-197","Mobile Device","Sanjay Shah","Seattle - Main","Mobile device for Sanjay Shah","iOS 17","IMEI-197-2024","MOB-197","10.214.11.101","","2025-08-02 14:46:15","True","Executive","Apple","iPhone 15 Pro Max"
"SEA-EXECUT-228","Workstation","Toni Poe","Seattle - Main","Workstation for Chief of Partnerships and Strategy Toni Poe","Windows 11 Enterprise","SN228-WS-2024","AT-228","10.214.11.102","00:11:22:33:44:E4","2025-08-01 16:46:15","True","Executive","Dell","OptiPlex 7090"
"MOBILE-198","Mobile Device","Toni Poe","Seattle - Main","Mobile device for Toni Poe","iOS 17","IMEI-198-2024","MOB-198","10.214.11.103","","2025-08-02 14:46:15","True","Executive","Apple","iPhone 15 Pro Max"
"SEA-EXECUT-229","Workstation","Jim Daly","Seattle - Main","Workstation for CFO Jim Daly","Windows 11 Enterprise","SN229-WS-2024","AT-229","10.214.11.104","00:11:22:33:44:E5","2025-08-01 16:46:15","True","Executive","Dell","OptiPlex 7090"
"MOBILE-199","Mobile Device","Jim Daly","Seattle - Main","Mobile device for Jim Daly","iOS 17","IMEI-199-2024","MOB-199","10.214.11.105","","2025-08-02 14:46:15","True","Executive","Apple","iPhone 15 Pro Max"
"LAPTOP-229","Workstation","Jim Daly","Seattle - Main","Executive laptop for Jim Daly","Windows 11 Enterprise","SN-LAP-229-2024","LAP-229","10.214.11.106","00:11:22:33:EE:E5","2025-08-02 11:46:15","True","Executive","Dell","Latitude 9330"
"SEA-SALESE-230","Workstation","Tom Youtsey","Seattle - Main","Workstation for Salesperson Tom Youtsey","Windows 11 Pro","SN230-WS-2024","AT-230","10.214.11.107","00:11:22:33:44:E6","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-200","Mobile Device","Tom Youtsey","Seattle - Main","Mobile device for Tom Youtsey","iOS 17","IMEI-200-2024","MOB-200","10.214.11.108","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-SALESE-231","Workstation","Kerim Hanif","Seattle - Main","Workstation for Salesperson Kerim Hanif","Windows 11 Pro","SN231-WS-2024","AT-231","10.214.11.109","00:11:22:33:44:E7","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-201","Mobile Device","Kerim Hanif","Seattle - Main","Mobile device for Kerim Hanif","iOS 17","IMEI-201-2024","MOB-201","10.214.11.110","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-SALESE-232","Workstation","Jamie Reding","Seattle - Main","Workstation for Salesperson Jamie Reding","Windows 11 Pro","SN232-WS-2024","AT-232","10.214.11.111","00:11:22:33:44:E8","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-202","Mobile Device","Jamie Reding","Seattle - Main","Mobile device for Jamie Reding","iOS 17","IMEI-202-2024","MOB-202","10.214.11.112","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-SALESE-233","Workstation","Ye Xu","Dallas - South","Workstation for Salesperson Ye Xu","Windows 11 Pro","SN233-WS-2024","AT-233","10.214.46.15","00:11:22:33:44:E9","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-203","Mobile Device","Ye Xu","Dallas - South","Mobile device for Ye Xu","iOS 17","IMEI-203-2024","MOB-203","10.214.46.16","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-SALES-234","Workstation","Marko Zajc","Seattle - Main","Workstation for Salesperson Marko Zajc","Windows 11 Pro","SN234-WS-2024","AT-234","10.214.11.113","00:11:22:33:44:EA","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-204","Mobile Device","Marko Zajc","Seattle - Main","Mobile device for Marko Zajc","iOS 17","IMEI-204-2024","MOB-204","10.214.11.114","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-SALESE-235","Workstation","Fabrice Canel","Dallas - South","Workstation for Salesperson Fabrice Canel","Windows 11 Pro","SN235-WS-2024","AT-235","10.214.46.17","00:11:22:33:44:EB","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-205","Mobile Device","Fabrice Canel","Dallas - South","Mobile device for Fabrice Canel","iOS 17","IMEI-205-2024","MOB-205","10.214.46.18","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-SALES-236","Workstation","Pavel Simsa","Seattle - Main","Workstation for Salesperson Pavel Simsa","Windows 11 Pro","SN236-WS-2024","AT-236","10.214.11.115","00:11:22:33:44:EC","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-206","Mobile Device","Pavel Simsa","Seattle - Main","Mobile device for Pavel Simsa","iOS 17","IMEI-206-2024","MOB-206","10.214.11.116","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"REM-SALESE-237","Workstation","Vernette Price","Remote - Field Sales","Workstation for Salesperson Vernette Price","Windows 11 Pro","SN237-WS-2024","AT-237","10.214.50.15","00:11:22:33:44:ED","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-207","Mobile Device","Vernette Price","Remote - Field Sales","Mobile device for Vernette Price","iOS 17","IMEI-207-2024","MOB-207","10.214.50.16","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"REM-SALESE-238","Workstation","Nate Sun","Remote - Field Sales","Workstation for Salesperson Nate Sun","Windows 11 Pro","SN238-WS-2024","AT-238","10.214.50.17","00:11:22:33:44:EE","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-208","Mobile Device","Nate Sun","Remote - Field Sales","Mobile device for Nate Sun","iOS 17","IMEI-208-2024","MOB-208","10.214.50.18","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"RIC-SALESE-239","Workstation","Tina Makovec","Richmond - East","Workstation for Salesperson Tina Makovec","Windows 11 Pro","SN239-WS-2024","AT-239","10.214.30.13","00:11:22:33:44:EF","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-209","Mobile Device","Tina Makovec","Richmond - East","Mobile device for Tina Makovec","iOS 17","IMEI-209-2024","MOB-209","10.214.30.14","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"RIC-SALESE-240","Workstation","Neil Orint","Richmond - East","Workstation for Salesperson Neil Orint","Windows 11 Pro","SN240-WS-2024","AT-240","10.214.30.15","00:11:22:33:44:F0","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-210","Mobile Device","Neil Orint","Richmond - East","Mobile device for Neil Orint","iOS 17","IMEI-210-2024","MOB-210","10.214.30.16","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"RIC-SALESE-241","Workstation","Luka Abrus","Richmond - East","Workstation for Salesperson Luka Abrus","Windows 11 Pro","SN241-WS-2024","AT-241","10.214.30.17","00:11:22:33:44:F1","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-211","Mobile Device","Luka Abrus","Richmond - East","Mobile device for Luka Abrus","iOS 17","IMEI-211-2024","MOB-211","10.214.30.18","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"RIC-SALESE-242","Workstation","Euan Garden","Richmond - East","Workstation for Salesperson Euan Garden","Windows 11 Pro","SN242-WS-2024","AT-242","10.214.30.19","00:11:22:33:44:F2","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-212","Mobile Device","Euan Garden","Richmond - East","Mobile device for Euan Garden","iOS 17","IMEI-212-2024","MOB-212","10.214.30.20","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"LAX-SALES-243","Workstation","Eran Harel","Los Angeles - West","Workstation for Salesperson Eran Harel","Windows 11 Pro","SN243-WS-2024","AT-243","10.214.66.10","00:11:22:33:44:F3","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-213","Mobile Device","Eran Harel","Los Angeles - West","Mobile device for Eran Harel","iOS 17","IMEI-213-2024","MOB-213","10.214.66.11","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-SALES-244","Workstation","Michael Ovesen","Seattle - Main","Workstation for Salesperson Michael Ovesen","Windows 11 Pro","SN244-WS-2024","AT-244","10.214.11.117","00:11:22:33:44:F4","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-214","Mobile Device","Michael Ovesen","Seattle - Main","Mobile device for Michael Ovesen","iOS 17","IMEI-214-2024","MOB-214","10.214.11.118","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-SALES-245","Workstation","Kim Abercrombie","Seattle - Main","Workstation for Salesperson Kim Abercrombie","Windows 11 Pro","SN245-WS-2024","AT-245","10.214.11.119","00:11:22:33:44:F5","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-215","Mobile Device","Kim Abercrombie","Seattle - Main","Mobile device for Kim Abercrombie","iOS 17","IMEI-215-2024","MOB-215","10.214.11.120","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-OPERAT-246","Workstation","Rob Young","Seattle - Main","Workstation for IT Manager Rob Young","Windows 11 Enterprise","SN246-WS-2024","AT-246","10.214.11.121","00:11:22:33:44:F6","2025-08-01 16:46:15","True","Operations","Dell","OptiPlex 7090"
"MOBILE-216","Mobile Device","Rob Young","Seattle - Main","Mobile device for Rob Young","iOS 17","IMEI-216-2024","MOB-216","10.214.11.122","","2025-08-02 14:46:15","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-246","Workstation","Rob Young","Seattle - Main","Executive laptop for Rob Young","Windows 11 Enterprise","SN-LAP-246-2024","LAP-246","10.214.11.123","00:11:22:33:EE:F6","2025-08-02 11:46:15","True","Operations","Dell","Latitude 9330"
"SEA-PROJEC-247","Workstation","Terry Earls","Seattle - Main","Workstation for Project Manager Terry Earls","Windows 11 Pro","SN247-WS-2024","AT-247","10.214.11.124","00:11:22:33:44:F7","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-217","Mobile Device","Terry Earls","Seattle - Main","Mobile device for Terry Earls","iOS 17","IMEI-217-2024","MOB-217","10.214.11.125","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-247","Workstation","Terry Earls","Seattle - Main","Executive laptop for Terry Earls","Windows 11 Pro","SN-LAP-247-2024","LAP-247","10.214.11.126","00:11:22:33:EE:F7","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-OPERAT-248","Workstation","Michael Mainer","Seattle - Main","Workstation for Manager Michael Mainer","Windows 11 Enterprise","SN248-WS-2024","AT-248","10.214.11.127","00:11:22:33:44:F8","2025-08-01 16:46:15","True","Operations","Dell","OptiPlex 7090"
"MOBILE-218","Mobile Device","Michael Mainer","Seattle - Main","Mobile device for Michael Mainer","iOS 17","IMEI-218-2024","MOB-218","10.214.11.128","","2025-08-02 14:46:15","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-248","Workstation","Michael Mainer","Seattle - Main","Executive laptop for Michael Mainer","Windows 11 Enterprise","SN-LAP-248-2024","LAP-248","10.214.11.129","00:11:22:33:EE:F8","2025-08-02 11:46:15","True","Operations","Dell","Latitude 9330"
"SEA-SALESE-249","Workstation","Sven Buck","Dallas - South","Workstation for Salesperson Sven Buck","Windows 11 Pro","SN249-WS-2024","AT-249","10.214.46.19","00:11:22:33:44:F9","2025-08-01 16:46:15","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-219","Mobile Device","Sven Buck","Dallas - South","Mobile device for Sven Buck","iOS 17","IMEI-219-2024","MOB-219","10.214.46.20","","2025-08-02 14:46:15","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-SALES-250","Workstation","Eric Gruber","Seattle - Main","Workstation for Salesperson Eric Gruber","Windows 11 Pro","SN250-WS-2024","AT-250","10.214.11.130","00:11:22:33:44:FA","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-220","Mobile Device","Eric Gruber","Seattle - Main","Mobile device for Eric Gruber","iOS 17","IMEI-220-2024","MOB-220","10.214.11.131","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-OPERAT-251","Workstation","Jelle Visser","Seattle - Main","Workstation for Procurement Manager Jelle Visser","Windows 11 Enterprise","SN251-WS-2024","AT-251","10.214.11.132","00:11:22:33:44:FB","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-221","Mobile Device","Jelle Visser","Seattle - Main","Mobile device for Jelle Visser","iOS 17","IMEI-221-2024","MOB-221","10.214.11.133","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-251","Workstation","Jelle Visser","Seattle - Main","Executive laptop for Jelle Visser","Windows 11 Enterprise","SN-LAP-251-2024","LAP-251","10.214.11.134","00:11:22:33:EE:FB","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-SALES-252","Workstation","Erik Gubbels","Seattle - Main","Workstation for Salesperson Erik Gubbels","Windows 11 Pro","SN252-WS-2024","AT-252","10.214.11.135","00:11:22:33:44:FC","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-222","Mobile Device","Erik Gubbels","Seattle - Main","Mobile device for Erik Gubbels","iOS 17","IMEI-222-2024","MOB-222","10.214.11.136","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"NYC-SALES-253","Workstation","Dominik Paiha","New York - Strategy","Workstation for Salesperson Dominik Paiha","Windows 11 Pro","SN253-WS-2024","AT-253","10.214.26.48","00:11:22:33:44:FD","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-223","Mobile Device","Dominik Paiha","New York - Strategy","Mobile device for Dominik Paiha","iOS 17","IMEI-223-2024","MOB-223","10.214.26.49","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-254","Workstation","Dan Hough","Seattle - Main","Workstation for Salesperson Dan Hough","Windows 11 Pro","SN254-WS-2024","AT-254","10.214.11.137","00:11:22:33:44:FE","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-224","Mobile Device","Dan Hough","Seattle - Main","Mobile device for Dan Hough","iOS 17","IMEI-224-2024","MOB-224","10.214.11.138","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-255","Workstation","Tina Lassila","Seattle - Main","Workstation for Salesperson Tina Lassila","Windows 11 Pro","SN255-WS-2024","AT-255","10.214.11.139","00:11:22:33:44:FF","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-225","Mobile Device","Tina Lassila","Seattle - Main","Mobile device for Tina Lassila","iOS 17","IMEI-225-2024","MOB-225","10.214.11.140","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-256","Workstation","Nuno Farinha","Dallas - South","Workstation for Salesperson Nuno Farinha","Windows 11 Pro","SN256-WS-2024","AT-256","10.214.46.21","00:11:22:33:44:100","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-226","Mobile Device","Nuno Farinha","Dallas - South","Mobile device for Nuno Farinha","iOS 17","IMEI-226-2024","MOB-226","10.214.46.22","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-257","Workstation","Maru Subrmani","Seattle - Main","Workstation for Salesperson Maru Subrmani","Windows 11 Pro","SN257-WS-2024","AT-257","10.214.11.141","00:11:22:33:44:101","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-227","Mobile Device","Maru Subrmani","Seattle - Main","Mobile device for Maru Subrmani","iOS 17","IMEI-227-2024","MOB-227","10.214.11.142","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"LAX-SALES-258","Workstation","Marc Faerber","Los Angeles - West","Workstation for Salesperson Marc Faerber","Windows 11 Pro","SN258-WS-2024","AT-258","10.214.66.12","00:11:22:33:44:102","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-228","Mobile Device","Marc Faerber","Los Angeles - West","Mobile device for Marc Faerber","iOS 17","IMEI-228-2024","MOB-228","10.214.66.13","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-259","Workstation","Kari Furse","Seattle - Main","Workstation for Salesperson Kari Furse","Windows 11 Pro","SN259-WS-2024","AT-259","10.214.11.143","00:11:22:33:44:103","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-229","Mobile Device","Kari Furse","Seattle - Main","Mobile device for Kari Furse","iOS 17","IMEI-229-2024","MOB-229","10.214.11.144","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SENIOR-260","Workstation","Karen Berg","Seattle - Main","Workstation for Sr. Account Manager Karen Berg","Windows 11 Enterprise","SN260-WS-2024","AT-260","10.214.11.145","00:11:22:33:44:104","2025-08-01 16:46:16","True","Senior Management","Dell","OptiPlex 7090"
"MOBILE-230","Mobile Device","Karen Berg","Seattle - Main","Mobile device for Karen Berg","iOS 17","IMEI-230-2024","MOB-230","10.214.11.146","","2025-08-02 14:46:16","True","Senior Management","Apple","iPhone 15 Pro"
"LAPTOP-260","Workstation","Karen Berg","Seattle - Main","Executive laptop for Karen Berg","Windows 11 Enterprise","SN-LAP-260-2024","LAP-260","10.214.11.147","00:11:22:33:EE:104","2025-08-02 11:46:16","True","Senior Management","Dell","Latitude 9330"
"SEA-HUMANR-261","Workstation","Ian Tien","Seattle - Main","Workstation for HR Specialist Ian Tien","Windows 11 Pro","SN261-WS-2024","AT-261","10.214.11.148","00:11:22:33:44:105","2025-08-01 16:46:16","True","Human Resources","Dell","OptiPlex 5090"
"MOBILE-231","Mobile Device","Ian Tien","Seattle - Main","Mobile device for Ian Tien","iOS 17","IMEI-231-2024","MOB-231","10.214.11.149","","2025-08-02 14:46:16","True","Human Resources","Apple","iPhone 15"
"SEA-SALES-262","Workstation","Scott Gode","Seattle - Main","Workstation for Salesperson Scott Gode","Windows 11 Pro","SN262-WS-2024","AT-262","10.214.11.150","00:11:22:33:44:106","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-232","Mobile Device","Scott Gode","Seattle - Main","Mobile device for Scott Gode","iOS 17","IMEI-232-2024","MOB-232","10.214.11.151","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-263","Workstation","Gina Boyer","Seattle - Main","Workstation for Salesperson Gina Boyer","Windows 11 Pro","SN263-WS-2024","AT-263","10.214.11.152","00:11:22:33:44:107","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-233","Mobile Device","Gina Boyer","Seattle - Main","Mobile device for Gina Boyer","iOS 17","IMEI-233-2024","MOB-233","10.214.11.153","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-264","Workstation","Annelie Zubar","Seattle - Main","Workstation for Salesperson Annelie Zubar","Windows 11 Pro","SN264-WS-2024","AT-264","10.214.11.154","00:11:22:33:44:108","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-234","Mobile Device","Annelie Zubar","Seattle - Main","Mobile device for Annelie Zubar","iOS 17","IMEI-234-2024","MOB-234","10.214.11.155","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
